data;
param d:=
1 1   0.0
2 1   69.5952557543
3 1   55.173841357
4 1   66.7880931481
5 1   89.5452784683
6 1   97.1849469478
7 1   12.2230406587
8 1   41.7379563994
9 1   89.9087077713
10 1   67.8750932056
11 1   82.0226317901
12 1   72.8662452443
13 1   89.2538035632
14 1   107.552540652
15 1   30.101624
16 1   63.7094363138
17 1   19.3130360918
18 1   95.698452146
19 1   56.9771084571
20 1   38.3972967462
21 1   76.9265327459
22 1   89.2377297844
1 2   69.5952557543
2 2   0.0
3 2   69.8008112202
4 2   59.9535306192
5 2   22.9665407149
6 2   64.1423763903
7 2   65.8616108723
8 2   33.1286246304
9 2   32.6692834507
10 2   60.0657150965
11 2   18.1734662117
12 2   15.9550941446
13 2   53.4954619164
14 2   39.1933404982
15 2   74.3136223907
16 2   5.90223094046
17 2   78.4810332855
18 2   33.27570499
19 2   35.6340422737
20 2   50.7438367635
21 2   16.4685329933
22 2   34.7928393723
1 3   55.173841357
2 3   69.8008112202
3 3   0.0
4 3   105.243910348
5 3   76.918906504
6 3   125.784356262
7 3   64.2993464269
8 3   66.8380039344
9 3   67.2561328167
10 3   20.4765897827
11 3   69.4070131296
12 3   60.5019024729
13 3   115.49590798
14 3   93.5478293855
15 3   83.2462626578
16 3   66.221907749
17 3   74.4722708887
18 3   103.075788396
19 3   84.3712568107
20 3   23.9116565859
21 3   85.2161581705
22 3   103.163002051
1 4   66.7880931481
2 4   59.9535306192
3 4   105.243910348
4 4   0.0
5 4   81.029508891
6 4   34.0202288479
7 4   55.0889926208
8 4   39.0468822996
9 4   92.6227937761
10 4   106.049484338
11 4   77.9380068408
12 4   74.9000671745
13 4   30.4586944194
14 4   92.4025704195
15 4   45.4366523318
16 4   56.9952241178
17 4   59.0153877961
18 4   59.0601522503
19 4   24.9380918171
20 4   81.3515959801
21 4   50.6886205485
22 4   47.0997412315
1 5   89.5452784683
2 5   22.9665407149
3 5   76.918906504
4 5   81.029508891
5 5   0.0
6 5   78.469510769
7 5   87.3153915334
8 5   55.9017847305
9 5   16.1890374582
10 5   61.7476012814
11 5   7.99172107438
12 5   17.7579424116
13 5   68.5150218539
14 5   18.2677158613
15 5   97.0007314704
16 5   28.2326295996
17 5   100.286699056
18 5   37.0971524473
19 5   57.7007768914
20 5   63.413179796
21 5   31.2465426202
22 5   45.1595838356
1 6   97.1849469478
2 6   64.1423763903
3 6   125.784356262
4 6   34.0202288479
5 6   78.469510769
6 6   0.0
7 6   86.3786214781
8 6   60.5730870629
9 6   93.5326026106
10 6   121.440801157
11 6   78.7606607281
12 6   79.9539851964
13 6   10.7082448941
14 6   83.3186656892
15 6   79.1350088687
16 6   64.314742426
17 6   92.1485502971
18 6   44.5559475003
19 6   42.4670794831
20 6   102.464740648
21 6   48.6746745397
22 6   33.660389831
1 7   12.2230406587
2 7   65.8616108723
3 7   64.2993464269
4 7   55.0889926208
5 7   87.3153915334
6 7   86.3786214781
7 7   0.0
8 7   34.80510464
9 7   89.8795881712
10 7   74.5966350388
11 7   80.2520583815
12 7   71.7479515835
13 7   78.9726584201
14 7   104.806382158
15 7   19.0271201853
16 7   59.992255804
17 7   13.3459576951
18 7   88.8478019732
19 7   47.7336681928
20 7   44.5980194737
21 7   70.7787687674
22 7   81.2841819573
1 8   41.7379563994
2 8   33.1286246304
3 8   66.8380039344
4 8   39.0468822996
5 8   55.9017847305
6 8   60.5730870629
7 8   34.80510464
8 8   0.0
9 8   62.3897018557
10 8   67.0791851734
11 8   49.9403059155
12 8   43.3432375375
13 8   51.0725479528
14 8   72.2100672682
15 8   41.1877913518
16 8   27.6698480485
17 8   46.4101784677
18 8   54.2006976338
19 8   18.120011302
20 8   42.9704154332
21 8   35.9776164172
22 8   47.5404718328
1 9   89.9087077713
2 9   32.6692834507
3 9   67.2561328167
4 9   92.6227937761
5 9   16.1890374582
6 9   93.5326026106
7 9   89.8795881712
8 9   62.3897018557
9 9   0.0
10 9   49.7590244369
11 9   15.0310367718
12 9   19.0475669624
13 9   83.3012636812
14 9   27.277707609
15 9   102.160932706
16 9   36.1949430466
17 9   103.193582345
18 9   53.2257991105
19 9   68.1844756474
20 9   58.32913886
21 9   45.2077154883
22 9   60.7026018304
1 10   67.8750932056
2 10   60.0657150965
3 10   20.4765897827
4 10   106.049484338
5 10   61.7476012814
6 10   121.440801157
7 10   74.5966350388
8 10   67.0791851734
9 10   49.7590244369
10 10   0.0
11 10   55.0007724211
12 10   47.4555744312
13 10   110.79944425
14 10   76.8758645219
15 10   92.6424982316
16 10   57.9863518505
17 10   86.4758312757
18 10   92.4604737027
19 10   82.716108643
20 10   29.9989699413
21 10   76.4413967319
22 10   94.8006115725
1 11   82.0226317901
2 11   18.1734662117
3 11   69.4070131296
4 11   77.9380068408
5 11   7.99172107438
6 11   78.7606607281
7 11   80.2520583815
8 11   49.9403059155
9 11   15.0310367718
10 11   55.0007724211
11 11   0.0
12 11   9.76771657813
13 11   68.4360240483
14 11   26.2022447517
15 11   90.732285857
16 11   22.552859554
17 11   93.3458067404
18 11   40.1437054819
19 11   53.7952048378
20 11   55.4313916676
21 11   30.2501286312
22 11   46.3849926686
1 12   72.8662452443
2 12   15.9550941446
3 12   60.5019024729
4 12   74.9000671745
5 12   17.7579424116
6 12   79.9539851964
7 12   71.7479515835
8 12   43.3432375375
9 12   19.0475669624
10 12   47.4555744312
11 12   9.76771657813
12 12   0.0
13 12   69.3461330059
14 12   35.950602807
15 12   83.2966277439
16 12   17.9068132855
17 12   84.9726813639
18 12   45.3252825098
19 12   50.1059278154
20 12   45.7010337972
21 12   31.594819014
22 12   49.3874007261
1 13   89.2538035632
2 13   53.4954619164
3 13   115.49590798
4 13   30.4586944194
5 13   68.5150218539
6 13   10.7082448941
7 13   78.9726584201
8 13   51.0725479528
9 13   83.3012636812
10 13   110.79944425
11 13   68.4360240483
12 13   69.3461330059
13 13   0.0
14 13   74.5257613826
15 13   73.6562797463
16 13   53.6067185061
17 13   85.8692520716
18 13   36.2740914235
19 13   33.1598338364
20 13   92.3447029911
21 13   38.2363410735
22 13   24.5352235314
1 14   107.552540652
2 14   39.1933404982
3 14   93.5478293855
4 14   92.4025704195
5 14   18.2677158613
6 14   83.3186656892
7 14   104.806382158
8 14   72.2100672682
9 14   27.277707609
10 14   76.8758645219
11 14   26.2022447517
12 14   35.950602807
13 14   74.5257613826
14 14   0.0
15 14   113.373528575
16 14   44.9445605528
17 14   117.586820043
18 14   38.8272276541
19 14   71.0363843682
20 14   81.4250088885
21 14   41.8474041533
22 14   49.9919463908
1 15   30.101624
2 15   74.3136223907
3 15   83.2462626578
4 15   45.4366523318
5 15   97.0007314704
6 15   79.1350088687
7 15   19.0271201853
8 15   41.1877913518
9 15   102.160932706
10 15   92.6424982316
11 15   90.732285857
12 15   83.2966277439
13 15   73.6562797463
14 15   113.373528575
15 15   0.0
16 15   68.7882214507
17 15   14.6269224352
18 15   91.2081074039
19 15   47.3769411373
20 15   62.7725644627
21 15   75.170532956
22 15   81.7036215287
1 16   63.7094363138
2 16   5.90223094046
3 16   66.221907749
4 16   56.9952241178
5 16   28.2326295996
6 16   64.314742426
7 16   59.992255804
8 16   27.6698480485
